RiskPerformance,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,DelqEver,DelqLast12M,PercentSatisfactoryTrades,TradeFreq,NumTotalDelqTrades
Bad,60,179,7,69,19,4,2,78,6,5,4,24,1,38,0,6,6,0,,1,2,0,25,TRUE,TRUE,79,133,6
Bad,78,154,7,90,15,0,0,93,50,7,6,15,1,20,12,0,0,39,70,7,2,1,90,TRUE,FALSE,100,97,2
Good,76,85,5,46,19,0,0,100,122,7,7,19,2,37,7,0,0,34,37,6,2,0,80,FALSE,FALSE,100,221,0
Bad,80,233,143,211,4,0,0,100,122,7,7,4,0,0,23,0,0,92,,1,2,1,50,FALSE,FALSE,100,17,0
Bad,62,102,2,69,6,1,1,75,44,7,2,8,1,50,36,1,1,65,,4,2,1,100,TRUE,FALSE,75,78,2
Bad,80,254,3,73,25,0,0,100,122,7,7,28,4,32,36,3,3,0,99,2,2,0,36,FALSE,FALSE,89,110,0
Good,61,150,9,36,5,0,0,83,11,6,6,6,2,33,0,0,0,69,74,3,2,1,100,TRUE,TRUE,83,40,2
Bad,78,168,4,68,18,0,0,100,122,7,7,18,2,33,0,0,0,22,47,5,2,0,70,FALSE,FALSE,100,107,0
Bad,75,291,20,118,15,1,0,94,68,7,5,17,0,41,0,2,2,48,,3,1,0,83,TRUE,FALSE,88,58,2
Good,77,271,4,120,44,0,0,100,122,7,7,50,2,35,5,0,0,36,98,6,2,2,53,FALSE,FALSE,88,184,0
Good,70,232,5,69,23,0,0,100,122,7,7,27,3,30,4,2,2,55,,6,2,3,57,FALSE,FALSE,85,116,0
Good,79,199,7,121,18,0,0,100,122,7,7,51,1,11,0,1,1,21,15,5,1,1,75,FALSE,FALSE,35,255,0
Good,79,81,6,46,24,0,0,100,122,7,7,24,1,25,36,4,4,13,,2,1,0,43,FALSE,FALSE,100,293,0
Bad,70,214,21,148,16,7,7,88,15,2,6,17,0,35,36,0,0,28,,4,1,0,63,TRUE,TRUE,94,79,3
Bad,72,181,2,70,16,0,0,100,122,7,7,17,1,29,0,3,3,68,66,4,2,2,86,FALSE,FALSE,94,93,0
Bad,71,164,10,81,12,0,0,100,122,7,7,12,1,33,0,1,0,83,40,5,2,2,78,FALSE,FALSE,100,73,0
Bad,81,158,13,71,34,0,0,97,42,7,6,37,0,42,1,1,1,9,86,3,5,0,47,TRUE,FALSE,92,233,2
Bad,51,186,13,96,22,3,1,84,2,2,2,25,0,56,0,4,3,79,50,5,3,3,100,TRUE,TRUE,88,134,4
Bad,62,93,9,40,12,1,1,85,3,2,2,13,1,54,8,0,0,30,90,2,2,1,57,TRUE,TRUE,92,138,2
Bad,63,142,10,78,16,1,0,76,5,5,5,17,2,47,15,0,0,59,51,3,2,2,83,TRUE,TRUE,94,119,5
Bad,64,96,2,49,15,1,1,78,13,7,6,19,2,44,0,6,6,0,95,0,2,0,40,TRUE,FALSE,79,196,5
Bad,60,191,34,93,5,5,2,46,6,5,2,40,0,46,0,4,4,30,,1,1,0,67,TRUE,TRUE,12,208,22
Good,83,130,7,62,15,0,0,100,122,7,7,15,1,33,6,0,0,13,,3,1,0,57,FALSE,FALSE,100,115,0
Good,79,210,14,102,13,0,0,93,79,7,6,14,0,29,13,0,0,20,,2,1,1,75,TRUE,FALSE,93,66,1
Bad,67,124,2,47,38,0,0,100,122,7,7,39,3,23,0,8,8,56,70,7,4,3,65,FALSE,FALSE,97,312,0
Good,56,177,4,61,10,2,2,53,3,6,2,17,3,53,0,1,1,62,78,5,2,1,88,TRUE,TRUE,59,96,8
Bad,70,159,7,113,14,1,1,89,11,6,6,19,1,26,36,0,0,13,76,3,2,0,83,TRUE,TRUE,74,119,3
Good,80,172,1,92,21,0,0,100,122,7,7,22,2,27,0,1,1,37,,4,1,1,83,FALSE,FALSE,95,127,0
Good,80,125,4,55,26,0,0,100,122,7,7,26,3,23,0,0,0,4,31,4,2,0,58,FALSE,FALSE,100,206,0
Bad,75,184,14,89,12,0,0,100,122,7,7,17,0,71,10,0,0,58,82,2,3,1,100,FALSE,FALSE,71,92,0
Bad,65,178,11,61,19,0,0,100,122,7,7,19,1,58,0,1,1,93,73,6,4,4,91,FALSE,FALSE,100,106,0
Bad,50,211,15,98,15,3,1,48,2,6,5,21,0,19,36,1,1,23,23,2,2,0,31,TRUE,TRUE,71,99,11
Good,82,189,10,82,16,0,0,100,122,7,7,16,1,44,3,1,1,12,,2,2,0,44,FALSE,FALSE,100,84,0
Good,80,138,4,61,18,0,0,94,39,7,6,18,2,11,17,1,0,0,,2,2,1,29,TRUE,FALSE,100,129,2
Good,82,151,4,68,25,0,0,100,122,7,7,25,1,8,23,0,0,6,,4,1,1,38,FALSE,FALSE,100,164,0
Bad,61,209,1,89,34,2,2,83,10,2,2,41,3,44,0,8,8,35,46,8,4,1,76,TRUE,TRUE,83,195,7
Bad,61,93,2,36,12,0,0,100,122,7,7,13,5,85,36,5,5,103,97,1,3,1,100,FALSE,FALSE,92,138,0
Bad,61,140,2,68,49,0,0,96,62,7,6,52,7,40,1,3,3,59,87,7,8,4,83,TRUE,FALSE,94,369,3
Good,76,230,6,76,22,0,0,82,38,7,6,22,2,23,21,0,0,5,,3,1,1,33,TRUE,FALSE,100,95,4
Good,77,193,23,43,8,0,0,100,122,7,7,18,0,13,36,0,0,45,9,5,1,0,86,FALSE,FALSE,44,93,0
Good,74,158,2,58,36,1,1,97,62,7,6,40,5,45,0,0,0,0,92,1,3,1,57,TRUE,FALSE,90,252,2
Good,56,178,1,82,27,0,0,83,6,7,6,29,2,24,1,1,1,77,86,8,3,2,86,TRUE,FALSE,93,162,5
Good,66,305,36,134,26,1,0,90,8,6,5,29,0,28,5,0,0,46,,6,2,3,62,TRUE,TRUE,90,95,3
Good,75,210,1,63,39,0,0,100,122,7,7,44,7,36,1,2,2,16,67,4,8,1,60,FALSE,FALSE,89,209,0
Bad,60,63,4,21,16,0,0,88,39,7,6,16,5,38,0,5,5,74,94,6,4,1,92,TRUE,FALSE,100,250,2
Good,91,450,29,196,12,0,0,100,122,7,7,12,0,8,1,0,0,6,,2,2,0,67,FALSE,FALSE,100,27,0
Bad,74,565,4,148,24,0,0,96,62,7,6,24,2,13,36,0,0,34,90,6,1,1,58,TRUE,FALSE,100,42,1
Good,75,221,6,43,58,0,0,100,122,7,7,59,10,5,0,2,2,15,95,6,2,2,27,FALSE,FALSE,98,266,0
Bad,55,80,17,56,4,5,2,56,31,7,2,9,0,33,0,10,9,0,71,0,1,1,33,TRUE,FALSE,44,111,4
Bad,74,103,2,26,6,0,0,100,122,7,7,8,4,38,0,3,3,36,,2,1,1,60,FALSE,FALSE,75,77,0
Good,74,327,1,80,39,0,0,100,122,7,7,42,7,21,1,3,3,41,68,9,3,2,71,FALSE,FALSE,93,128,0
Good,72,189,2,70,19,0,0,100,122,7,7,22,2,41,36,3,3,92,,6,1,4,78,FALSE,FALSE,86,116,0
Good,80,185,2,64,41,0,0,100,122,7,7,46,5,37,0,4,4,3,93,4,4,0,56,FALSE,FALSE,89,247,0
Bad,69,72,3,48,14,1,0,87,20,7,5,15,2,7,36,1,1,29,,5,1,0,58,TRUE,FALSE,93,205,2
Bad,57,338,3,63,13,2,1,67,13,7,5,17,1,60,1,2,2,55,90,1,4,1,56,TRUE,FALSE,76,50,6
Good,63,211,13,76,15,2,2,74,9,4,2,19,0,5,0,7,7,1,,1,2,0,14,TRUE,TRUE,79,90,5
Bad,60,49,2,25,24,0,0,100,122,7,7,25,6,32,0,2,2,35,73,9,4,2,72,FALSE,FALSE,96,500,0
Good,87,270,26,83,28,0,0,100,122,7,7,28,0,25,0,0,0,0,,1,2,0,10,FALSE,FALSE,100,103,0
Good,62,208,4,118,16,1,0,89,1,6,5,18,2,33,0,1,1,69,66,6,4,3,100,TRUE,TRUE,89,86,2
Bad,54,162,7,87,24,1,0,85,7,6,5,26,1,31,0,2,2,65,70,9,3,3,80,TRUE,TRUE,92,160,4
Good,88,218,54,162,9,0,0,100,122,7,7,9,0,44,2,1,1,30,,3,1,1,50,FALSE,FALSE,100,41,0
Good,73,152,11,75,6,2,0,63,32,7,5,8,1,13,0,0,0,0,,0,1,1,33,TRUE,FALSE,75,52,3
Bad,79,21,1,11,1,0,0,100,122,7,7,2,1,50,0,0,0,0,,0,1,1,50,FALSE,FALSE,50,91,0
Bad,74,202,23,68,27,0,0,93,7,6,6,27,0,30,0,0,0,16,48,3,3,0,46,TRUE,TRUE,100,133,2
Bad,63,282,2,70,24,1,1,88,5,6,2,60,2,42,0,1,1,52,92,4,3,1,70,TRUE,TRUE,40,212,8
Bad,65,148,1,65,16,0,0,100,122,7,7,17,1,29,4,1,1,79,69,7,5,6,92,FALSE,FALSE,94,114,0
Bad,59,216,7,72,32,0,0,91,4,6,6,33,3,9,0,1,1,37,82,9,2,4,58,TRUE,TRUE,97,152,3
Bad,58,132,13,61,11,3,1,71,2,6,4,14,0,29,36,1,1,57,,3,1,1,83,TRUE,TRUE,79,105,5
Bad,65,194,15,95,19,0,0,95,4,6,6,20,0,50,0,4,4,51,,4,1,2,83,TRUE,TRUE,95,103,1
Good,82,180,7,86,22,0,0,100,122,7,7,22,1,50,5,0,0,5,42,3,4,0,78,FALSE,FALSE,100,122,0
Bad,77,117,3,55,18,0,0,89,12,7,6,19,1,53,0,3,3,29,65,3,4,0,88,TRUE,FALSE,95,161,3
Good,78,174,3,73,28,0,0,100,122,7,7,28,2,29,13,0,0,20,94,4,3,1,44,FALSE,FALSE,100,160,0
Bad,59,30,2,15,10,0,0,100,122,7,7,12,1,25,0,3,3,62,32,6,2,3,89,FALSE,FALSE,83,387,0
Bad,83,465,14,138,24,0,0,100,122,7,7,26,0,38,22,0,0,26,,3,2,0,43,FALSE,FALSE,92,56,0
Good,86,279,9,115,16,0,0,94,59,7,6,16,1,13,0,3,3,5,,1,2,0,20,TRUE,FALSE,100,57,1
Good,76,404,7,125,27,1,0,97,69,7,5,29,2,10,4,1,1,11,,5,1,2,50,TRUE,FALSE,93,72,1
Good,87,112,5,67,22,0,0,100,122,7,7,22,2,55,5,0,0,3,92,1,3,0,44,FALSE,FALSE,100,195,0
Bad,82,161,4,60,41,0,0,100,122,7,7,44,4,23,0,4,4,2,,3,1,1,29,FALSE,FALSE,93,272,0
Good,75,194,18,89,12,0,0,100,122,7,7,12,0,17,3,2,2,87,61,1,2,1,100,FALSE,FALSE,100,62,0
Bad,56,165,1,71,1,6,5,75,34,7,5,9,2,50,0,3,3,0,,0,1,0,67,TRUE,FALSE,11,54,3
Good,73,161,17,85,33,0,0,100,122,7,7,36,0,22,0,3,2,60,,4,2,1,67,FALSE,FALSE,92,222,0
Bad,70,66,5,32,32,0,0,100,122,7,7,33,5,6,36,1,1,14,,10,2,1,39,FALSE,FALSE,97,493,0
Good,91,292,26,104,6,0,0,100,122,7,7,6,0,33,1,0,0,1,,2,1,0,60,FALSE,FALSE,100,20,0
Good,76,219,26,75,17,0,0,100,122,7,7,17,0,35,11,1,0,59,32,3,2,2,71,FALSE,FALSE,100,77,0
Good,69,108,7,60,30,0,0,100,122,7,7,30,1,30,0,1,1,71,68,7,4,4,100,FALSE,FALSE,100,275,0
Bad,67,325,13,106,12,0,0,62,1,6,6,33,0,38,36,0,0,92,14,2,2,1,80,TRUE,TRUE,36,101,13
Bad,61,174,1,61,25,0,0,88,10,6,6,26,3,12,36,0,0,41,21,6,2,1,57,TRUE,TRUE,96,149,4
Good,83,347,7,137,24,0,0,100,122,7,7,28,1,21,4,2,2,4,,3,2,0,56,FALSE,FALSE,86,80,0
Bad,70,127,25,57,23,0,0,96,62,7,6,24,0,13,0,0,0,51,,9,2,1,67,TRUE,FALSE,96,188,1
Bad,50,144,7,74,36,3,2,86,1,2,2,42,1,52,0,0,0,92,45,7,4,2,92,TRUE,TRUE,86,290,6
Bad,73,94,3,49,21,0,0,95,57,7,6,22,2,36,0,2,2,42,47,3,2,1,56,TRUE,FALSE,95,232,2
Good,65,292,4,62,42,1,0,96,1,5,5,45,4,31,0,3,3,11,89,3,4,0,35,TRUE,TRUE,93,154,2
Bad,56,349,2,83,35,0,0,89,21,7,6,38,7,39,0,3,3,74,83,11,5,6,85,TRUE,FALSE,92,109,5
Good,72,184,26,99,26,1,0,96,11,6,5,30,0,56,22,0,0,0,85,0,2,0,50,TRUE,TRUE,87,162,2
Good,83,282,1,92,37,0,0,100,122,7,7,38,2,11,1,1,1,1,67,10,1,0,44,FALSE,FALSE,97,134,0
Bad,68,89,9,40,10,2,2,91,81,7,2,11,1,45,0,0,0,48,86,3,4,1,88,TRUE,FALSE,91,122,1
Bad,65,69,53,63,2,2,2,67,28,7,2,3,0,67,0,6,6,4,,1,2,0,100,TRUE,FALSE,67,43,1
Bad,64,128,1,59,32,0,0,94,4,6,6,35,2,12,36,2,2,19,42,3,1,1,31,TRUE,TRUE,91,271,3
Bad,57,140,13,67,8,4,4,80,26,7,4,10,0,50,3,1,1,93,71,1,2,1,100,TRUE,FALSE,80,71,2
Good,72,242,33,115,11,3,0,71,19,7,5,14,0,43,9,0,0,52,,3,1,1,100,TRUE,FALSE,79,58,5
Bad,84,204,3,91,22,0,0,100,122,7,7,22,1,32,0,2,2,70,85,3,3,2,55,FALSE,FALSE,100,107,0
Good,76,109,10,50,14,0,0,100,122,7,7,14,3,71,0,2,2,0,93,0,2,1,40,FALSE,FALSE,100,127,0
Good,76,163,15,66,47,0,0,100,122,7,7,47,0,21,0,4,4,9,82,5,6,1,58,FALSE,FALSE,100,287,0
Good,81,199,4,94,36,0,0,100,122,7,7,36,2,53,0,4,4,9,11,2,7,0,50,FALSE,FALSE,100,180,0
Good,67,220,7,61,30,0,0,97,32,7,6,30,5,53,1,4,4,50,70,6,9,2,88,TRUE,FALSE,100,136,1
Good,81,391,11,102,22,0,0,100,122,7,7,34,1,9,11,0,0,20,,5,1,1,60,FALSE,FALSE,65,87,0
Good,86,318,18,90,13,0,0,100,122,7,7,13,0,62,0,0,0,0,44,0,2,1,50,FALSE,FALSE,100,41,0
Good,88,530,5,182,17,0,0,100,122,7,7,17,2,24,0,0,0,3,81,5,2,0,64,FALSE,FALSE,100,32,0
Bad,74,173,13,68,20,0,0,95,10,6,6,20,0,50,0,0,0,33,47,2,6,0,80,TRUE,TRUE,100,115,1
Good,59,28,2,13,6,0,0,100,122,7,7,7,4,43,0,0,0,98,77,3,3,3,100,FALSE,FALSE,86,241,0
Bad,68,117,8,60,31,0,0,100,122,7,7,31,1,42,0,2,2,68,76,6,7,1,100,FALSE,FALSE,100,263,0
Bad,56,256,5,88,38,0,0,79,4,6,6,39,2,23,0,2,2,25,67,11,5,3,59,TRUE,TRUE,97,152,9
Good,68,165,6,71,21,1,0,65,22,7,5,23,3,65,0,0,0,11,85,1,3,0,57,TRUE,FALSE,91,139,9
Bad,65,293,11,142,20,1,0,38,2,6,5,24,1,50,3,13,13,9,32,4,4,2,62,TRUE,TRUE,83,82,15
Good,85,375,15,106,28,0,0,100,122,7,7,28,0,21,16,0,0,9,,3,1,0,36,FALSE,FALSE,100,74,0
Bad,76,422,5,128,35,2,0,89,9,5,5,37,2,3,0,1,1,4,,4,1,0,20,TRUE,TRUE,95,87,5
Good,87,230,6,96,27,0,0,100,122,7,7,28,3,11,15,0,0,2,,3,1,0,24,FALSE,FALSE,96,121,0
Bad,63,181,31,86,13,1,1,93,35,7,6,14,0,21,36,2,2,83,40,6,1,2,88,TRUE,FALSE,93,77,1
Good,86,177,1,73,25,0,0,100,122,7,7,33,2,30,3,1,1,2,,3,1,0,40,FALSE,FALSE,76,185,0
Good,82,252,51,191,13,0,0,77,21,7,6,13,0,8,36,0,0,4,,1,1,0,38,TRUE,FALSE,100,51,3
Good,78,313,4,80,24,0,0,100,122,7,7,24,2,42,0,0,0,25,62,5,2,2,58,FALSE,FALSE,100,76,0
Good,68,104,4,45,42,1,1,98,21,7,2,43,4,42,11,0,0,38,53,10,6,2,73,TRUE,FALSE,98,410,1
Bad,-9,85,28,179,3,5,5,50,15,7,4,4,0,0,2,3,3,30,,3,2,1,67,TRUE,FALSE,75,47,2
Bad,61,175,15,74,11,1,1,82,10,6,6,13,0,27,36,1,0,71,77,3,1,2,80,TRUE,TRUE,85,74,3
Good,60,106,2,61,25,0,0,93,41,7,6,27,1,22,0,0,0,88,100,13,1,5,93,TRUE,FALSE,93,252,2
Good,87,244,22,94,20,0,0,100,122,7,7,24,0,25,6,0,0,0,,0,1,0,11,FALSE,FALSE,83,98,0
Bad,65,125,5,54,28,1,1,90,6,6,4,31,2,58,0,0,0,51,62,4,5,1,75,TRUE,TRUE,90,246,4
Good,49,259,21,119,7,2,0,67,1,5,5,9,0,11,11,0,0,89,25,5,1,2,86,TRUE,TRUE,78,35,3
Good,79,112,2,52,39,0,0,100,122,7,7,77,3,12,1,2,2,22,51,4,2,1,55,FALSE,FALSE,51,681,0
Good,76,167,16,81,23,0,0,100,122,7,7,24,0,17,36,0,0,35,70,4,2,2,67,FALSE,FALSE,96,143,0
Bad,66,139,2,75,15,0,0,94,64,7,6,18,1,33,0,1,1,69,,8,1,1,100,TRUE,FALSE,83,129,2
Good,85,216,6,66,20,0,0,100,122,7,7,20,2,45,2,1,1,4,75,3,2,1,45,FALSE,FALSE,100,92,0
Bad,62,150,13,80,21,1,1,87,8,2,6,23,0,30,14,0,0,40,,7,1,0,100,TRUE,TRUE,91,152,3
Bad,58,265,3,79,25,2,1,93,13,2,5,28,2,48,0,1,1,63,50,8,2,0,91,TRUE,TRUE,89,105,2
Bad,61,132,1,71,12,2,0,81,71,7,5,16,3,31,0,5,5,86,,7,1,3,80,TRUE,FALSE,75,120,4
Good,79,125,20,64,11,0,0,100,122,7,7,12,0,33,0,1,1,22,,3,1,0,80,FALSE,FALSE,92,95,0
Bad,67,262,26,128,6,0,0,50,1,6,6,6,0,33,0,0,0,47,,1,1,0,67,TRUE,TRUE,100,23,3
Good,91,336,20,122,17,0,0,100,122,7,7,17,0,18,36,0,0,2,,2,1,0,27,FALSE,FALSE,100,50,0
Bad,81,156,8,71,23,0,0,96,18,7,6,24,2,67,3,1,1,11,91,2,2,1,67,TRUE,FALSE,96,153,1
Bad,74,66,6,36,10,0,0,100,122,7,7,10,1,40,0,3,0,41,94,2,1,1,75,FALSE,FALSE,100,149,0
Bad,82,299,1,112,12,0,0,100,122,7,7,13,3,8,0,1,1,34,,4,1,1,45,FALSE,FALSE,92,43,0
Good,83,140,4,75,27,0,0,100,122,7,7,29,4,52,0,3,2,12,100,2,3,0,71,FALSE,FALSE,93,206,0
Good,87,205,20,102,14,0,0,100,122,7,7,18,0,56,36,0,0,5,74,2,2,0,67,FALSE,FALSE,78,87,0
Good,77,215,3,80,17,0,0,89,22,7,6,18,2,11,0,4,4,2,,3,1,0,33,TRUE,FALSE,94,83,2
Good,87,181,67,217,4,0,0,100,122,7,7,4,0,25,36,0,0,33,,3,1,0,100,FALSE,FALSE,100,22,0
Good,69,194,4,63,41,0,0,95,15,7,6,41,5,29,0,2,2,0,99,3,4,0,35,TRUE,FALSE,100,210,3
Good,70,206,5,67,27,0,0,96,1,6,6,45,2,33,2,3,3,11,61,3,2,0,42,TRUE,TRUE,60,217,2
Bad,66,119,1,47,14,0,0,100,122,7,7,16,6,38,0,3,3,74,100,5,1,2,86,FALSE,FALSE,88,133,0
Good,69,187,5,53,24,0,0,100,122,7,7,24,4,33,14,0,0,51,98,6,3,3,60,FALSE,FALSE,100,128,0
Good,84,188,12,78,30,0,0,100,122,7,7,30,0,21,2,1,1,0,,1,2,1,75,FALSE,FALSE,100,159,0
Bad,67,134,13,61,17,0,0,94,20,7,6,17,0,35,0,1,1,22,70,4,5,2,82,TRUE,FALSE,100,126,2
Good,91,296,49,163,14,0,0,100,122,7,7,15,0,20,1,0,0,2,,1,2,0,17,FALSE,FALSE,93,51,0
Good,90,501,10,161,11,0,0,100,122,7,7,11,1,27,1,0,0,9,,1,1,0,25,FALSE,FALSE,100,22,0
Bad,82,177,5,54,25,0,0,96,62,7,6,26,4,42,0,1,1,9,77,4,2,0,75,TRUE,FALSE,96,146,2
Bad,70,65,3,28,8,0,0,100,122,7,7,8,2,13,1,2,2,33,,5,1,2,75,FALSE,FALSE,100,121,0
Bad,72,173,4,75,26,0,0,96,19,7,6,26,1,30,19,0,0,42,,3,2,1,38,TRUE,FALSE,100,149,2
Bad,67,269,10,65,22,0,0,79,3,6,6,24,1,33,36,0,0,21,70,4,3,0,58,TRUE,TRUE,92,89,6
Good,81,194,11,91,17,0,0,100,122,7,7,17,1,41,3,2,2,79,50,1,1,1,100,FALSE,FALSE,100,87,0
Bad,60,28,6,19,9,0,0,100,122,7,7,10,3,20,0,2,2,58,,3,1,1,100,FALSE,FALSE,90,345,0
Good,77,225,9,88,44,0,0,98,23,7,6,58,3,21,10,0,0,22,,10,1,0,65,TRUE,FALSE,76,257,2
Bad,70,162,5,82,15,0,0,100,122,7,7,20,2,45,36,3,3,60,76,5,1,2,67,FALSE,FALSE,75,123,0
Bad,52,158,4,39,25,0,0,88,11,6,6,26,9,50,0,7,6,82,89,7,4,2,92,TRUE,TRUE,96,164,4
Bad,75,223,2,94,25,0,0,96,9,6,6,26,2,50,36,0,0,27,74,6,8,0,78,TRUE,TRUE,96,116,2
Bad,61,174,7,65,12,0,0,92,36,7,6,13,2,23,0,4,4,88,,5,1,5,86,TRUE,FALSE,92,74,2
Bad,86,70,9,39,10,0,0,100,122,7,7,10,1,10,0,0,0,0,,1,1,0,22,FALSE,FALSE,100,141,0
Good,57,128,4,61,29,3,2,78,1,2,2,32,4,22,0,0,0,17,76,8,5,0,65,TRUE,TRUE,91,248,8
Bad,67,89,2,41,19,0,0,100,122,7,7,21,5,71,0,4,4,83,91,4,5,2,100,FALSE,FALSE,90,233,0
Good,63,363,13,138,21,0,0,88,1,6,6,24,0,25,0,0,0,52,53,7,1,3,73,TRUE,TRUE,88,66,3
Good,71,410,4,53,19,0,0,84,22,7,6,23,2,42,36,2,2,40,38,4,4,0,75,TRUE,FALSE,83,56,4
Good,88,227,5,91,13,0,0,100,122,7,7,13,1,15,4,1,1,1,,1,2,0,25,FALSE,FALSE,100,57,0
Good,75,229,15,92,25,0,0,100,122,7,7,25,0,8,14,1,0,67,,4,1,2,71,FALSE,FALSE,100,109,0
Bad,55,590,2,185,29,1,0,90,7,6,5,31,4,19,0,1,1,55,,10,2,3,69,TRUE,TRUE,94,52,4
Good,77,337,22,70,13,0,0,92,14,7,6,14,0,54,9,0,0,0,,1,2,1,75,TRUE,FALSE,93,41,2
Bad,64,85,0,13,2,0,0,100,122,7,7,9,8,33,0,66,66,65,,2,3,1,71,FALSE,FALSE,22,105,0
Bad,65,266,2,96,25,3,3,89,10,6,6,31,4,57,0,0,0,27,95,8,4,1,87,TRUE,TRUE,81,116,4
Bad,72,56,7,34,8,0,0,88,32,7,6,8,1,38,0,2,1,8,,2,1,1,100,TRUE,FALSE,100,140,1
Bad,65,265,11,64,16,0,0,88,37,7,6,17,1,24,0,1,1,76,,8,1,2,100,TRUE,FALSE,94,64,3
Bad,67,25,0,9,3,0,0,100,122,7,7,5,3,60,0,2,2,44,81,1,2,0,75,FALSE,FALSE,60,192,0
Good,74,283,17,75,10,2,1,92,38,7,5,13,0,77,2,2,2,49,,3,2,0,100,TRUE,FALSE,77,46,2
Good,85,182,13,74,10,0,0,100,122,7,7,10,0,50,18,0,0,12,34,4,2,0,86,FALSE,FALSE,100,55,0
Good,61,274,7,103,27,0,0,79,2,6,6,29,1,17,0,0,0,33,47,11,2,3,76,TRUE,TRUE,93,105,7
Good,85,192,5,92,24,0,0,100,122,7,7,26,2,46,5,1,1,2,91,4,2,0,67,FALSE,FALSE,92,135,0
Bad,74,68,4,36,15,0,0,100,122,7,7,15,3,47,0,0,0,86,94,1,2,1,75,FALSE,FALSE,100,217,0
Bad,55,286,3,14,10,0,0,90,10,6,6,20,2,20,0,2,2,70,69,4,2,1,75,TRUE,TRUE,50,70,2
Good,66,221,9,85,32,1,1,94,43,7,2,33,2,30,1,2,2,58,25,14,3,6,94,TRUE,FALSE,97,149,2
Bad,71,250,3,72,12,3,3,73,63,7,3,15,2,47,0,2,2,29,73,2,3,0,83,TRUE,FALSE,80,60,5
Good,83,302,10,99,28,0,0,100,122,7,7,28,1,18,36,0,0,12,79,3,2,1,50,FALSE,FALSE,100,92,0
Bad,61,66,5,39,16,1,1,90,23,7,6,21,1,75,0,1,1,101,79,3,4,1,100,TRUE,FALSE,76,313,3
Bad,67,117,3,47,13,1,0,86,17,7,5,14,3,36,0,2,2,29,,3,1,0,67,TRUE,FALSE,93,119,2
Good,77,68,11,31,7,0,0,100,122,7,7,7,2,14,0,4,3,0,,0,2,0,0,FALSE,FALSE,100,101,0
Bad,57,255,7,91,34,0,0,94,1,6,6,35,4,31,5,0,0,65,82,16,2,2,90,TRUE,TRUE,97,137,3
Good,77,85,7,42,13,0,0,92,59,7,6,13,4,15,1,3,3,8,98,4,2,0,67,TRUE,FALSE,100,151,2
Bad,59,207,12,56,15,0,0,81,4,6,6,16,0,69,0,1,1,32,79,2,2,1,80,TRUE,TRUE,94,77,4
Good,84,233,37,123,19,1,1,90,20,7,4,52,0,20,6,0,0,1,,3,1,0,40,TRUE,FALSE,37,222,6
Bad,68,113,9,45,33,0,0,100,122,7,7,34,3,9,0,0,0,34,71,10,2,2,57,FALSE,FALSE,97,298,0
Good,72,133,10,63,17,0,0,100,122,7,7,17,1,24,0,2,2,52,,3,1,2,83,FALSE,FALSE,100,127,0
Good,68,205,27,104,40,3,1,89,12,7,4,46,0,70,1,0,0,55,84,3,5,1,90,TRUE,FALSE,87,223,6
Bad,61,108,1,64,3,0,0,67,79,7,6,8,2,50,0,4,4,81,81,1,1,1,75,TRUE,FALSE,38,73,3
Good,77,145,3,66,20,0,0,95,61,7,6,25,2,35,36,0,0,22,66,4,3,0,70,TRUE,FALSE,80,171,2
Good,62,189,31,80,8,3,2,36,32,7,3,11,0,27,0,2,2,57,,3,1,0,80,TRUE,FALSE,73,58,8
Bad,68,143,1,52,35,0,0,94,1,6,6,36,4,19,0,0,0,7,100,5,3,0,53,TRUE,TRUE,97,250,3
Bad,62,153,20,40,5,0,0,20,7,6,6,12,0,100,36,0,0,30,75,3,2,1,100,TRUE,TRUE,42,78,10
Bad,57,331,11,117,16,0,0,82,2,6,6,17,1,53,0,0,0,60,41,6,2,3,100,TRUE,TRUE,94,51,4
Good,81,177,4,52,25,0,0,96,27,7,6,26,1,23,3,3,3,14,77,4,3,0,62,TRUE,FALSE,96,146,2
Good,75,356,15,122,20,1,0,82,8,7,5,22,0,18,18,0,0,23,,5,1,0,60,TRUE,FALSE,91,62,4
Bad,64,185,8,96,31,2,0,88,17,7,5,33,1,21,16,0,0,73,92,8,3,6,73,TRUE,FALSE,94,177,4
Bad,73,321,23,59,21,0,0,100,122,7,7,41,0,29,1,4,4,63,64,5,4,2,77,FALSE,FALSE,51,127,0
Bad,71,174,8,79,22,1,1,87,25,7,3,23,2,35,2,3,1,31,,4,3,2,64,TRUE,FALSE,96,131,3
Good,73,424,3,78,36,0,0,100,122,7,7,40,5,20,3,1,1,13,,6,1,1,44,FALSE,FALSE,90,94,0
